,e1100004418,e1100004419,e1100004421,e1100004422,e1100004425,e1100004426,e1100004430,e1100004431,e1100004433,e1100004434,e1100004435,e1100004436,e1100004439,e1100004442,e1100004443,e1100004444,e1100004445,e1100004446,e1100004451,e1100004452,e1100004453,e1100004454,e1100004455,e1100004458,e1100004460,e1100004465,e1100004467,e1100004468,e1100004469,e1100004470,e1100004472,e1100004475,e1100004476,e1100004477,e1100004481,e1100004484,e1100004487,e1100004489,e1100004492,e1100004494,e1100004495,e1100004496,e1100004497,e1100004501,e1100004502,e1100004503,e1100004507,e1100004508,e1100004509,e1100004510,e1100004511,e1100004514,e1100004518,e1100004519,e1100004520,e1100004524,e1100004525,e1100004526,e1100004527,e1100004529,e1100004531,e1100004532,e1100004534,e1100004536,e1100004537,e1100004538,e1100004539,e1100004540,e1100004544,e1100004547,e1100004548,e1100004549,e1100004550,e1100004552,e1100004557,e1100004558,e1100004559,e1100004560,e1100004561,e1100004563,e1100004567,e1100004568,e1100004569,e1100004571,e1100004572,e1100004573,e1100004574,e1100004578,e1100004579,e1100004580,e1100004581,e1100004582,e1100004583,e1100004585,e1100004588,e1100004592,e1100004593,e1100004594,e1100004595,e1100004597,e1100004599,e1100004601,e1100004603,e1100004605,e1100004611,e1100004612,e1100004614,e1100004618,e1100004619,e1100004622,e1100004623,e1100004624,e1100004626,e1100004630,e1100004631,e1100004634,e1100004635,e1100004636,e1100004638,e1100004642,e1100004643,e1100004646,e1100004647,e1100004648,e1100004650,e1100004654,e1100004655,e1100004658,e1100004659,e1100004660,e1100004661,e1100004662,e1100004666,e1100004667,e1100004670,e1100004671,e1100004672,e1100004673,e1100004674,e1100004676,e1100004677,e1100004678,e1100004679,e1100004681,e1100004683,e1100004685,e1100004688,e1100004689,e1100004690,e1100004691,e1100004693,e1100004695,e1100004697,e1100004701,e1100004702,e1100004703,e1100034946,e1100034947,e1100034958,e1100034959,e1100034970,e1100034971,e1100034983,e1100034988,e1100034995,e1100035000,e1100035006,e1100035007,e1100035012
e1100004579,2.09697,2.15615,1.78497,2.35527,2.09697,2.33792,2.0143,2.16004,2.33768,2.35131,2.35133,0.04775,2.28282,2.34936,2.3474,2.33537,2.1542,2.33537,2.31622,2.31187,2.34936,2.35526,2.33537,2.33537,0.04775,2.35526,2.33537,1.78497,2.15615,2.33537,0.04511,2.23701,2.31404,2.15615,2.33768,2.09041,0.0027,2.09697,1.78497,2.33306,0.04775,2.099,2.33792,2.09697,2.16403,0.1068,2.21891,2.09041,2.33792,0.00001,2.08133,2.08133,2.23574,2.11934,2.27795,2.21646,0.00001,2.04037,0.00001,2.23574,0.00266,2.27795,0.05038,0.02732,2.08133,2.04037,2.27552,2.23574,2.27795,0.03602,0.02732,2.04188,0.00539,2.23574,2.29258,0.11206,0.03602,0.02732,2.16644,2.23574,0.00001,2.28769,2.28283,0.03602,0.02732,2.04358,2.23701,0.00001,0,2.2877,2.29257,0.05038,2.22877,2.19093,2.23905,2.28527,0.05038,0.05038,2.24107,2.16426,2.23574,2.23574,2.27795,0.10943,2.00915,0.00267,2.07723,0.04775,1.77544,0.12235,2.01548,0.00001,2.07723,0.04775,1.77543,2.07914,2.07364,0.00001,2.1543,2.21891,2.21891,1.99925,2.00146,2.08133,2.07928,2.09697,2.21891,2.07486,2.1684,2.07928,2.32629,2.17476,0.04775,2.22136,2.09656,2.32629,2.08339,0.00001,2.08134,0.00268,2.21891,2.21891,2.21891,0.12235,2.17883,0,2.0278,2.09697,2.21891,0.04775,0.12235,2.07928,0.00001,2.16559,1.77544,2.00571,2.27552,0,2.17378,2.32629,2.32629,2.32629,0.00001,1.76599,2.11934,1.7802,2.08133,2.11934,1.76834
e1100004580,1.05525,1.70079,2.02243,1.89991,1.05525,1.78316,0.97259,1.70468,0.19276,1.89595,1.89597,2.26997,0.00976,1.894,1.89204,0.19046,1.69884,0.19046,1.86086,1.85651,1.894,1.8999,0.19046,0.19046,2.26997,1.8999,0.19046,2.02242,1.70079,0.19046,2.26734,1.78165,1.85868,1.70079,0.19276,1.04869,2.2904,1.05525,2.02243,0.18815,2.26998,1.05728,1.78316,1.05525,1.70867,2.32903,1.66415,1.04869,1.78316,2.2877,1.03962,1.03962,1.78038,1.66398,0.00976,1.6617,2.2877,0.99865,2.28769,1.78038,2.29036,0.00976,2.27261,2.29572,1.03962,0.99865,0.01219,1.78038,0.00976,2.27609,2.29572,1.00017,2.28771,1.78038,0.00488,2.33429,2.27609,2.29572,1.12473,1.78038,2.2877,0.00487,0.00488,2.27609,2.29572,1.00186,1.78165,2.28769,2.2877,0,0.00488,2.27261,1.67401,1.14922,1.78369,0.00732,2.2726,2.27261,1.68631,1.12255,1.78038,1.78038,0.00976,2.33165,0.96743,2.29035,1.03551,2.26998,2.01289,2.34458,0.97377,2.2877,1.03551,2.26998,2.01289,1.03743,1.03192,2.28769,1.11259,1.66416,1.66415,0.95753,0.95974,1.03962,1.03757,1.05525,1.66416,1.03314,1.12668,1.03757,1.87093,1.13304,2.26998,1.6666,1.05484,1.87093,1.04167,2.28769,1.03962,2.29035,1.66415,1.66416,1.66416,2.34458,1.13711,2.2877,0.98608,1.05525,1.66416,2.26997,2.34458,1.03757,2.28769,1.12388,2.01289,0.96399,0.01219,2.2877,1.13206,1.87093,1.87093,1.87093,2.28769,2.00344,1.66398,2.01765,1.03962,1.66398,2.00579
e1100004581,1.06012,1.70566,2.0273,1.90478,1.06012,1.78804,0.97746,1.70955,0.19763,1.90082,1.90084,2.27484,0.01463,1.89887,1.89691,0.19533,1.70371,0.19533,1.86573,1.86138,1.89887,1.90477,0.19533,0.19533,2.27485,1.90477,0.19533,2.0273,1.70566,0.19533,2.27221,1.78652,1.86355,1.70566,0.19763,1.05356,2.29527,1.06013,2.0273,0.19302,2.27485,1.06216,1.78803,1.06013,1.71354,2.3339,1.66902,1.05356,1.78804,2.29257,1.04449,1.04449,1.78525,1.66885,0.01463,1.66657,2.29257,1.00352,2.29256,1.78525,2.29523,0.01463,2.27748,2.30059,1.04449,1.00352,0.01706,1.78526,0.01463,2.28096,2.30059,1.00504,2.29258,1.78525,0.00976,2.33916,2.28096,2.30059,1.1296,1.78526,2.29257,0.00974,0.00975,2.28096,2.30059,1.00673,1.78652,2.29257,2.29257,0.00488,0,2.27748,1.67888,1.15409,1.78856,0.0122,2.27748,2.27748,1.69118,1.12742,1.78525,1.78525,0.01463,2.33652,0.97231,2.29522,1.04038,2.27485,2.01776,2.34945,0.97864,2.29257,1.04038,2.27485,2.01776,1.0423,1.0368,2.29256,1.11746,1.66903,1.66902,0.9624,0.96461,1.04449,1.04244,1.06012,1.66903,1.03801,1.13155,1.04244,1.8758,1.13792,2.27485,1.67147,1.05971,1.8758,1.04654,2.29256,1.04449,2.29522,1.66903,1.66903,1.66903,2.34945,1.14198,2.29257,0.99095,1.06012,1.66903,2.27484,2.34945,1.04244,2.29257,1.12875,2.01776,0.96886,0.01706,2.29257,1.13693,1.8758,1.8758,1.8758,2.29256,2.00831,1.66885,2.02253,1.04449,1.66885,2.01066
e1100004582,2.08187,2.14105,1.76988,2.34018,2.08187,2.32283,1.99921,2.14494,2.32258,2.33622,2.33623,0.00264,2.26772,2.33427,2.3323,2.32028,2.13911,2.32028,2.30113,2.29678,2.33427,2.34016,2.32028,2.32028,0.00264,2.34016,2.32028,1.76988,2.14105,2.32027,0.00527,2.22192,2.29894,2.14105,2.32258,2.07531,0.05308,2.08187,1.76988,2.31797,0.00264,2.08391,2.32282,2.08187,2.14893,0.09171,2.20381,2.07531,2.32283,0.05037,2.06624,2.06624,2.22064,2.10424,2.26286,2.20136,0.05038,2.02527,0.05037,2.22064,0.05304,2.26286,0,0.0584,2.06624,2.02527,2.26042,2.22065,2.26286,0.03877,0.0584,2.02679,0.05039,2.22065,2.27749,0.09697,0.03877,0.0584,2.15135,2.22065,0.05037,2.2726,2.26773,0.03877,0.0584,2.02848,2.22192,0.05037,0.05038,2.27261,2.27748,0,2.21367,2.17584,2.22396,2.27018,0,0,2.22597,2.14917,2.22065,2.22064,2.26286,0.09433,1.99406,0.05302,2.06213,0.00264,1.76034,0.10726,2.00039,0.05038,2.06213,0.00264,1.76034,2.06405,2.05854,0.05037,2.13921,2.20382,2.20381,1.98415,1.98636,2.06624,2.06419,2.08187,2.20382,2.05976,2.1533,2.06419,2.3112,2.15967,0.00264,2.20626,2.08146,2.3112,2.06829,0.05037,2.06624,0.05303,2.20382,2.20382,2.20382,0.10726,2.16373,0.05038,2.0127,2.08187,2.20382,0.00264,0.10726,2.06419,0.05037,2.1505,1.76034,1.99061,2.26042,0.05038,2.15868,2.3112,2.3112,2.3112,0.05037,1.75089,2.10424,1.76511,2.06624,2.10424,1.75324
e1100004583,1.48328,1.64186,1.96349,1.84098,1.48328,0.13378,1.40062,1.64575,1.72399,1.83702,1.83703,2.21104,1.66913,1.83507,1.83311,1.72169,1.63991,1.72168,1.80193,1.79758,1.83507,1.84097,1.72168,1.72168,2.21104,1.84097,1.72169,1.96349,1.64186,1.72168,2.2084,1.72272,1.79975,1.64185,1.72399,1.47672,2.23147,1.48328,1.96349,1.71938,2.21105,1.48531,0.13378,1.48328,1.64974,2.27009,0.01476,1.47672,0.13378,2.22877,1.46764,1.46764,1.72145,1.60505,1.66426,0.01231,2.22877,1.42668,2.22876,1.72145,2.23143,1.66426,2.21367,2.23679,1.46765,1.42668,1.66183,1.72145,1.66426,2.21716,2.23679,1.4282,2.22878,1.72145,1.6789,2.27536,2.21716,2.23679,1.55276,1.72145,2.22876,1.67401,1.66914,2.21716,2.23679,1.42989,1.72272,2.22876,2.22877,1.67401,1.67888,2.21367,0,1.57724,1.72476,1.67158,2.21367,2.21367,0.0123,1.55057,1.72145,1.72145,1.66426,2.27272,1.39546,2.23141,1.46354,2.21105,1.95396,2.28564,1.4018,2.22877,1.46354,2.21105,1.95395,1.46545,1.45995,2.22876,1.54062,0.01477,0.01477,1.38556,1.38777,1.46765,1.46559,1.48328,0.01477,1.46117,1.55471,1.4656,1.812,1.56107,2.21104,0.01721,1.48287,1.812,1.4697,2.22876,1.46765,2.23142,0.01477,0.01477,0.01477,2.28564,1.56514,2.22877,1.41411,1.48328,0.01477,2.21104,2.28564,1.4656,2.22876,1.5519,1.95396,1.39202,1.66183,2.22877,1.56009,1.812,1.812,1.812,2.22876,1.94451,1.60505,1.95872,1.46765,1.60505,1.94686
e1100004585,0.41626,1.60402,1.92566,1.80314,0.41626,1.68639,0.39923,1.60791,1.19919,1.79918,1.7992,2.1732,1.14433,1.79723,1.79527,1.19689,1.60207,1.19688,1.76409,1.75974,1.79723,1.80313,1.19689,1.19689,2.1732,1.80313,1.19689,1.92566,1.60402,1.19688,2.17057,1.68488,1.76191,1.60402,1.19919,0.4097,2.19363,0.41626,1.92566,1.19458,2.17321,0.41829,1.68639,0.41626,1.6119,2.23226,1.56738,0.4097,1.68639,2.19093,0.40062,0.40062,1.68361,1.56721,1.13947,1.56493,2.19093,0.32244,2.19092,1.68361,2.19359,1.13947,2.17584,2.19895,0.40062,0.32244,1.13703,1.68361,1.13947,2.17932,2.19895,0.32396,2.19094,1.68361,1.1541,2.23752,2.17932,2.19895,0.07385,1.68361,2.19093,1.14921,1.14434,2.17932,2.19895,0.32565,1.68488,2.19092,2.19093,1.14922,1.15409,2.17584,1.57724,0,1.68692,1.14678,2.17583,2.17584,1.58954,0.07167,1.68361,1.68361,1.13947,2.23488,0.29122,2.19358,0.39652,2.17321,1.91612,2.24781,0.29756,2.19093,0.39652,2.17321,1.91612,0.39843,0.39293,2.19092,0.06171,1.56739,1.56738,0.38417,0.38638,0.40062,0.39857,0.41626,1.56739,0.39415,0.07581,0.39857,1.77416,0.08217,2.17321,1.56983,0.41585,1.77416,0.40268,2.19092,0.40063,2.19358,1.56738,1.56739,1.56739,2.24781,0.06797,2.19093,0.30987,0.41626,1.56739,2.1732,2.24781,0.39857,2.19093,0.10369,1.91612,0.39063,1.13703,2.19093,0.06292,1.77416,1.77416,1.77416,2.19092,1.90667,1.56721,1.92088,0.40062,1.56721,1.90902
e1100004588,1.59296,1.17601,1.97378,0.83656,1.59296,1.83391,1.51029,1.1799,1.83367,0.8326,0.83262,2.22132,1.77881,0.83066,0.82869,1.83136,1.17406,1.83136,0.37085,0.3665,0.83065,0.83655,1.83136,1.83136,2.22132,0.83655,1.83136,1.97377,1.17601,1.83136,2.21868,0.00204,0.36867,1.17601,1.83367,1.5864,2.24175,1.59296,1.97378,1.82905,2.22133,1.59499,1.83391,1.59296,1.18389,2.28037,1.7149,1.5864,1.83391,2.23905,1.57732,1.57732,0.00613,0.83356,1.77394,1.71245,2.23905,1.53636,2.23904,0.00613,2.24171,1.77394,2.22396,2.24707,1.57732,1.53636,1.77151,0.00613,1.77394,2.22744,2.24707,1.53787,2.23906,0.00613,1.78857,2.28564,2.22744,2.24707,1.66243,0.00613,2.23905,1.78368,1.77882,2.22744,2.24707,1.53957,0.00204,2.23904,2.23905,1.78369,1.78856,2.22396,1.72476,1.68692,0,1.78126,2.22395,2.22395,1.73706,1.66025,0.00613,0.00613,1.77394,2.283,1.50514,2.2417,1.57322,2.22133,1.96424,2.29593,1.51147,2.23905,1.57322,2.22133,1.96424,1.57513,1.56963,2.23904,1.65029,1.7149,1.7149,1.49524,1.49745,1.57732,1.57527,1.59296,1.7149,1.57085,1.66439,1.57527,0.38092,1.67075,2.22133,1.71735,1.59255,0.38092,1.57938,2.23904,1.57733,2.2417,1.7149,1.7149,1.7149,2.29592,1.67482,2.23905,1.52379,1.59296,1.7149,2.22132,2.29593,1.57527,2.23904,1.66158,1.96424,1.5017,1.77151,2.23905,1.66977,0.38092,0.38092,0.38092,2.23904,1.95479,0.83356,1.969,1.57732,0.83356,1.95714
e1100004592,1.05282,1.69836,2.02,1.89748,1.05282,1.78073,0.97016,1.70225,0.19033,1.89352,1.89354,2.26754,0.00733,1.89157,1.88961,0.18803,1.69641,0.18803,1.85843,1.85408,1.89157,1.89747,0.18803,0.18803,2.26754,1.89747,0.18803,2.01999,1.69836,0.18803,2.2649,1.77922,1.85625,1.69836,0.19033,1.04626,2.28797,1.05282,2.02,0.18572,2.26755,1.05485,1.78073,1.05282,1.70624,2.32659,1.66172,1.04626,1.78073,2.28527,1.03718,1.03719,1.77795,1.66155,0.00733,1.65927,2.28527,0.99622,2.28526,1.77795,2.28793,0.00733,2.27018,2.29329,1.03719,0.99622,0.00976,1.77795,0.00733,2.27366,2.29329,0.99774,2.28528,1.77795,0.01221,2.33186,2.27366,2.29329,1.1223,1.77795,2.28527,0.00732,0.00245,2.27366,2.29329,0.99943,1.77922,2.28526,2.28527,0.00732,0.0122,2.27018,1.67158,1.14678,1.78126,0,2.27017,2.27017,1.68388,1.12012,1.77795,1.77795,0.00733,2.32922,0.965,2.28792,1.03308,2.26755,2.01046,2.34215,0.97134,2.28527,1.03308,2.26755,2.01046,1.03499,1.02949,2.28526,1.11016,1.66173,1.66172,0.9551,0.95731,1.03719,1.03514,1.05282,1.66173,1.03071,1.12425,1.03514,1.8685,1.13061,2.26754,1.66417,1.05241,1.8685,1.03924,2.28526,1.03719,2.28792,1.66172,1.66173,1.66173,2.34214,1.13468,2.28527,0.98365,1.05282,1.66173,2.26754,2.34215,1.03514,2.28526,1.12144,2.01046,0.96156,0.00976,2.28527,1.12963,1.8685,1.8685,1.8685,2.28526,2.00101,1.66155,2.01522,1.03719,1.66155,2.00336
e1100004593,2.08187,2.14105,1.76988,2.34017,2.08187,2.32282,1.99921,2.14494,2.32258,2.33621,2.33623,0.00264,2.26772,2.33426,2.3323,2.32028,2.1391,2.32027,2.30112,2.29677,2.33426,2.34016,2.32027,2.32028,0.00264,2.34016,2.32028,1.76988,2.14105,2.32027,0.00527,2.22191,2.29894,2.14105,2.32258,2.07531,0.05308,2.08187,1.76988,2.31797,0.00264,2.0839,2.32282,2.08187,2.14893,0.0917,2.20381,2.07531,2.32282,0.05037,2.06623,2.06624,2.22064,2.10424,2.26285,2.20136,0.05037,2.02527,0.05037,2.22064,0.05304,2.26285,0,0.05839,2.06624,2.02527,2.26042,2.22065,2.26285,0.03877,0.0584,2.02679,0.05039,2.22064,2.27749,0.09697,0.03877,0.0584,2.15135,2.22065,0.05037,2.2726,2.26773,0.03877,0.0584,2.02848,2.22191,0.05037,0.05038,2.2726,2.27748,0,2.21367,2.17583,2.22395,2.27017,0,0,2.22597,2.14916,2.22064,2.22064,2.26285,0.09433,1.99405,0.05302,2.06213,0.00264,1.76034,0.10725,2.00039,0.05037,2.06213,0.00264,1.76034,2.06404,2.05854,0.05037,2.13921,2.20382,2.20381,1.98415,1.98636,2.06624,2.06419,2.08187,2.20382,2.05976,2.1533,2.06419,2.31119,2.15966,0.00264,2.20626,2.08146,2.31119,2.06829,0.05037,2.06624,0.05303,2.20381,2.20382,2.20382,0.10725,2.16373,0.05038,2.0127,2.08187,2.20382,0.00264,0.10725,2.06419,0.05037,2.15049,1.76034,1.99061,2.26042,0.05038,2.15868,2.31119,2.31119,2.31119,0.05037,1.75089,2.10424,1.76511,2.06624,2.10424,1.75324
e1100004594,2.08187,2.14105,1.76988,2.34017,2.08187,2.32282,1.99921,2.14494,2.32258,2.33621,2.33623,0.00264,2.26772,2.33427,2.3323,2.32028,2.13911,2.32027,2.30112,2.29678,2.33426,2.34016,2.32028,2.32028,0.00264,2.34016,2.32028,1.76988,2.14105,2.32027,0.00527,2.22192,2.29894,2.14105,2.32258,2.07531,0.05308,2.08187,1.76988,2.31797,0.00264,2.0839,2.32282,2.08187,2.14893,0.0917,2.20381,2.07531,2.32282,0.05037,2.06624,2.06624,2.22064,2.10424,2.26285,2.20136,0.05037,2.02527,0.05037,2.22064,0.05304,2.26285,0,0.0584,2.06624,2.02527,2.26042,2.22065,2.26285,0.03877,0.0584,2.02679,0.05039,2.22065,2.27749,0.09697,0.03877,0.0584,2.15135,2.22065,0.05037,2.2726,2.26773,0.03877,0.0584,2.02848,2.22192,0.05037,0.05038,2.27261,2.27748,0,2.21367,2.17584,2.22395,2.27017,0,0,2.22597,2.14917,2.22064,2.22064,2.26285,0.09433,1.99405,0.05302,2.06213,0.00264,1.76034,0.10726,2.00039,0.05038,2.06213,0.00264,1.76034,2.06404,2.05854,0.05037,2.13921,2.20382,2.20381,1.98415,1.98636,2.06624,2.06419,2.08187,2.20382,2.05976,2.1533,2.06419,2.3112,2.15966,0.00264,2.20626,2.08146,2.31119,2.06829,0.05037,2.06624,0.05303,2.20381,2.20382,2.20382,0.10725,2.16373,0.05038,2.0127,2.08187,2.20382,0.00264,0.10726,2.06419,0.05037,2.1505,1.76034,1.99061,2.26042,0.05038,2.15868,2.31119,2.31119,2.3112,0.05037,1.75089,2.10424,1.76511,2.06624,2.10424,1.75324
e1100004595,1.49558,1.65415,1.97579,1.85328,1.49558,0.14607,1.41291,1.65805,1.73628,1.84932,1.84933,2.22334,1.68143,1.84737,1.84541,1.73398,1.65221,1.73398,1.81423,1.80988,1.84737,1.85326,1.73398,1.73398,2.22334,1.85326,1.73398,1.97579,1.65415,1.73398,2.2207,1.73502,1.81205,1.65415,1.73628,1.48902,2.24377,1.49558,1.97579,1.73167,2.22334,1.49761,0.14607,1.49558,1.66203,2.28239,0.02706,1.48902,0.14607,2.24106,1.47994,1.47994,1.73374,1.61734,1.67656,0.02461,2.24106,1.43898,2.24106,1.73375,2.24373,1.67656,2.22597,2.24908,1.47994,1.43898,1.67413,1.73375,1.67656,2.22946,2.24909,1.44049,2.24108,1.73375,1.69119,2.28765,2.22946,2.24909,1.56505,1.73375,2.24106,1.6863,1.68143,2.22945,2.24909,1.44219,1.73502,2.24106,2.24107,1.68631,1.69118,2.22597,0.0123,1.58954,1.73706,1.68388,2.22597,2.22597,0,1.56287,1.73375,1.73375,1.67656,2.28502,1.40776,2.24371,1.47583,2.22334,1.96625,2.29794,1.41409,2.24106,1.47583,2.22334,1.96625,1.47775,1.47225,2.24106,1.55291,0.02707,0.02706,1.39786,1.40007,1.47994,1.47789,1.49558,0.02707,1.47347,1.56701,1.47789,1.8243,1.57337,2.22334,0.02951,1.49516,1.8243,1.482,2.24106,1.47995,2.24372,0.02706,0.02707,0.02707,2.29794,1.57743,2.24107,1.42641,1.49558,0.02707,2.22334,2.29794,1.47789,2.24106,1.5642,1.96625,1.40432,1.67413,2.24107,1.57238,1.8243,1.8243,1.8243,2.24106,1.9568,1.61734,1.97102,1.47994,1.61734,1.95915
e1100004597,0.38959,1.57735,1.89899,1.77647,0.38959,1.65973,0.37256,1.58124,1.17252,1.77251,1.77253,2.14653,1.11766,1.77056,1.7686,1.17022,1.5754,1.17022,1.73742,1.73307,1.77056,1.77646,1.17022,1.17022,2.14654,1.77646,1.17022,1.89899,1.57735,1.17021,2.1439,1.65821,1.73524,1.57735,1.17252,0.38303,2.16696,0.38959,1.89899,1.16791,2.14654,0.39162,1.65972,0.38959,1.58523,2.20559,1.54071,0.38303,1.65973,2.16426,0.37395,0.37395,1.65694,1.54054,1.1128,1.53826,2.16426,0.29577,2.16425,1.65694,2.16692,1.1128,2.14917,2.17228,0.37396,0.29577,1.11036,1.65694,1.1128,2.15265,2.17228,0.29729,2.16427,1.65694,1.12743,2.21085,2.15265,2.17228,0.01042,1.65694,2.16426,1.12254,1.11767,2.15265,2.17228,0.29898,1.65821,2.16425,2.16426,1.12255,1.12742,2.14917,1.55057,0.07167,1.66025,1.12012,2.14916,2.14917,1.56287,0,1.65694,1.65694,1.1128,2.20821,0.26455,2.16691,0.36985,2.14654,1.88945,2.22114,0.27089,2.16426,0.36985,2.14654,1.88945,0.37176,0.36626,2.16425,0.01251,1.54072,1.54071,0.3575,0.35971,0.37396,0.3719,0.38959,1.54072,0.36748,0.00414,0.37191,1.74749,0.0105,2.14654,1.54316,0.38918,1.74749,0.37601,2.16425,0.37396,2.16691,1.54071,1.54072,1.54072,2.22114,0.05957,2.16426,0.2832,0.38959,1.54072,2.14653,2.22114,0.37191,2.16426,0.07702,1.88945,0.36396,1.11036,2.16426,0.05452,1.74749,1.74749,1.74749,2.16425,1.88,1.54054,1.89422,0.37395,1.54054,1.88235
e1100004599,1.58965,1.1727,1.97047,0.83325,1.58965,1.8306,1.50698,1.17659,1.83036,0.82929,0.82931,2.21801,1.7755,0.82735,0.82538,1.82805,1.17076,1.82805,0.36754,0.36319,0.82734,0.83324,1.82805,1.82805,2.21801,0.83324,1.82805,1.97046,1.1727,1.82805,2.21537,0.00409,0.36536,1.1727,1.83036,1.58309,2.23844,1.58965,1.97047,1.82574,2.21802,1.59168,1.8306,1.58965,1.18058,2.27707,1.71159,1.58309,1.8306,2.23574,1.57401,1.57401,0.00001,0.83025,1.77063,1.70914,2.23574,1.53305,2.23573,0,2.2384,1.77063,2.22065,2.24376,1.57401,1.53305,1.7682,0,1.77063,2.22413,2.24376,1.53456,2.23575,0,1.78526,2.28233,2.22413,2.24376,1.65912,0,2.23574,1.78037,1.77551,2.22413,2.24376,1.53626,0.00409,2.23573,2.23574,1.78038,1.78525,2.22065,1.72145,1.68361,0.00613,1.77795,2.22064,2.22064,1.73375,1.65694,0,0,1.77063,2.27969,1.50183,2.23839,1.56991,2.21802,1.96093,2.29262,1.50816,2.23574,1.56991,2.21802,1.96093,1.57182,1.56632,2.23573,1.64698,1.71159,1.71159,1.49193,1.49414,1.57401,1.57196,1.58965,1.71159,1.56754,1.66108,1.57196,0.37761,1.66744,2.21802,1.71404,1.58924,0.37761,1.57607,2.23573,1.57402,2.23839,1.71159,1.71159,1.71159,2.29261,1.67151,2.23574,1.52048,1.58965,1.71159,2.21801,2.29262,1.57196,2.23573,1.65827,1.96093,1.49839,1.7682,2.23574,1.66646,0.37761,0.37761,0.37761,2.23573,1.95148,0.83025,1.96569,1.57401,0.83025,1.95383
e1100004601,1.58965,1.1727,1.97046,0.83325,1.58965,1.8306,1.50698,1.17659,1.83035,0.82929,0.82931,2.21801,1.7755,0.82734,0.82538,1.82805,1.17075,1.82805,0.36753,0.36318,0.82734,0.83324,1.82805,1.82805,2.21801,0.83324,1.82805,1.97046,1.1727,1.82805,2.21537,0.00409,0.36535,1.1727,1.83035,1.58309,2.23844,1.58965,1.97046,1.82574,2.21801,1.59168,1.8306,1.58965,1.18058,2.27706,1.71159,1.58309,1.8306,2.23573,1.57401,1.57401,0,0.83025,1.77063,1.70914,2.23574,1.53305,2.23573,0,2.2384,1.77063,2.22064,2.24376,1.57401,1.53305,1.7682,0.00001,1.77063,2.22413,2.24376,1.53456,2.23575,0.00001,1.78526,2.28232,2.22413,2.24376,1.65912,0.00001,2.23573,1.78037,1.7755,2.22413,2.24376,1.53626,0.00409,2.23573,2.23574,1.78038,1.78525,2.22064,1.72145,1.68361,0.00613,1.77795,2.22064,2.22064,1.73375,1.65694,0,0,1.77063,2.27969,1.50183,2.23838,1.5699,2.21802,1.96092,2.29261,1.50816,2.23574,1.5699,2.21802,1.96092,1.57182,1.56632,2.23573,1.64698,1.71159,1.71159,1.49193,1.49414,1.57401,1.57196,1.58965,1.71159,1.56753,1.66108,1.57196,0.37761,1.66744,2.21801,1.71404,1.58923,0.3776,1.57607,2.23573,1.57402,2.23839,1.71159,1.71159,1.71159,2.29261,1.6715,2.23574,1.52047,1.58965,1.71159,2.21801,2.29261,1.57196,2.23573,1.65827,1.96092,1.49839,1.7682,2.23574,1.66645,0.3776,0.3776,0.37761,2.23573,1.95148,0.83025,1.96569,1.57401,0.83025,1.95383
e1100004603,1.0455,1.69104,2.01268,1.89016,1.0455,1.77341,0.96284,1.69493,0.18301,1.8862,1.88622,2.26022,0.00487,1.88425,1.88229,0.18071,1.68909,0.18071,1.85111,1.84676,1.88425,1.89015,0.18071,0.18071,2.26022,1.89015,0.18071,2.01267,1.69104,0.18071,2.25759,1.7719,1.84893,1.69104,0.18301,1.03894,2.28065,1.0455,2.01268,0.1784,2.26023,1.04753,1.77341,1.0455,1.69892,2.31928,1.6544,1.03894,1.77341,2.27795,1.02986,1.02987,1.77063,1.65423,0,1.65195,2.27795,0.9889,2.27794,1.77063,2.28061,0,2.26286,2.28597,1.02987,0.9889,0.00244,1.77063,0,2.26634,2.28597,0.99042,2.27796,1.77063,0.01464,2.32454,2.26634,2.28597,1.11498,1.77063,2.27795,0.00975,0.00488,2.26634,2.28597,0.99211,1.7719,2.27794,2.27795,0.00976,0.01463,2.26286,1.66426,1.13947,1.77394,0.00733,2.26285,2.26285,1.67656,1.1128,1.77063,1.77063,0,2.3219,0.95768,2.2806,1.02576,2.26023,2.00314,2.33483,0.96402,2.27795,1.02576,2.26023,2.00314,1.02767,1.02217,2.27794,1.10284,1.65441,1.6544,0.94778,0.94999,1.02987,1.02782,1.0455,1.65441,1.02339,1.11693,1.02782,1.86118,1.12329,2.26023,1.65685,1.04509,1.86118,1.03192,2.27794,1.02987,2.2806,1.6544,1.65441,1.65441,2.33482,1.12736,2.27795,0.97633,1.0455,1.65441,2.26022,2.33483,1.02782,2.27794,1.11412,2.00314,0.95424,0.00244,2.27795,1.12231,1.86118,1.86118,1.86118,2.27794,1.99369,1.65423,2.0079,1.02987,1.65423,1.99604
